-0.276123,0.024780,-0.978210,-2.000000,0.224304,1.069183,-0.000000,37.589744,-0.001280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.276123,0.024780,-0.978210,-2.000000,0.224304,1.069183,-0.000000,37.589744,-0.001280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.276733,0.024475,-0.980774,-2.000000,0.269165,1.435547,-0.000000,32.801893,-0.001290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.272705,0.028137,-0.981018,-2.000000,-0.067291,0.702820,-0.000000,39.627131,-0.001311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.275696,0.024658,-0.978210,-2.000000,0.284119,1.151428,-0.000000,32.598153,-0.001314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.272156,0.026489,-0.979004,-2.000000,0.770111,1.054230,-0.000000,42.785075,-0.001350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.276489,0.026428,-0.979004,-2.000000,0.336456,1.420593,-0.000000,44.211246,-0.001346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.277100,0.028809,-0.981079,-2.000000,0.284119,1.390686,-0.000000,44.618722,-0.001329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.276550,0.028076,-0.980591,-2.000000,0.456085,1.308441,-0.000000,35.552360,-0.001412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.275513,0.024719,-0.982727,-2.000000,0.194397,1.203766,-0.000000,47.165453,-0.001382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.274780,0.027100,-0.974915,-2.000000,-0.089722,1.128998,-0.000000,86.792581,-0.001650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.274902,0.025085,-0.978577,-2.000000,0.575714,1.338348,-0.000000,37.997223,-0.001344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.273743,0.024536,-0.978882,-1.000000,0.441132,1.435547,-0.000000,49.508445,-0.001485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.275452,0.025574,-0.978333,-2.000000,0.523376,1.203766,-0.000000,42.683206,-0.001314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.273865,0.027222,-0.975342,-2.000000,0.254211,1.128998,-0.000000,66.928081,-0.001534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.275085,0.023987,-0.975464,-2.000000,0.747681,0.912170,-0.000000,45.229938,-0.001649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.285461,0.036926,-0.977661,-2.000000,-0.149536,-0.456085,-0.000000,56.333683,-0.001336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.300293,-0.014587,-0.907532,-2.000000,0.336456,-2.452393,-0.000000,-80.986038,-0.002535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.199524,-0.578796,-1.258118,1.000000,-2.362671,-10.205841,-0.000000,14.872907,-0.000475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.267639,-0.485107,-0.571655,-7.000000,-15.805969,-24.464111,-0.000000,-40.849559,-0.005675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.333740,0.504639,-1.254883,-13.000000,-6.332855,-40.329895,-0.000000,-237.049699,-0.003855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.356201,-0.908264,-0.086243,-8.000000,-13.248901,-77.467194,-0.000000,-340.345085,-0.003946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.153748,0.003296,-0.787048,-14.000000,-10.198364,-114.058685,-0.000000,-272.805780,-0.003113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.189209,-0.347778,-1.075928,-34.000000,-8.874969,-153.102570,-0.000000,-278.714210,-0.002426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.720093,-0.353333,0.246460,-44.000000,-21.720123,-193.514709,-0.000000,-252.635688,-0.003166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.249756,-0.415588,0.300964,-213.000000,-45.473938,-26.512756,-0.000000,-80.986038,-0.003807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.583435,-0.537842,0.189026,245.000000,244.880371,244.282227,-0.000000,-10.900008,0.004233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093506,-0.054993,0.127258,43.000000,-242.547607,244.282227,-0.000000,-325.472176,0.004883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.022827,-0.611572,0.813904,-172.000000,-13.121796,229.149170,0.000000,-250.190824,0.004493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
